0  3.26437
13.7837  3.21327
27.5674  3.21254
41.3511  3.21999
55.1348  3.16679
68.9185  3.06463
82.7022  2.977
96.486  2.8989
110.27  2.87725
124.053  2.81016
137.837  2.84001
151.621  2.86522
165.404  2.74884
179.188  2.62067
192.972  2.47092
206.756  2.36367
220.539  2.19702
234.323  2.0877
248.107  2.06702
261.89  1.99123
275.674  1.95661
289.458  1.99043
303.242  1.93674
317.025  2.01834
330.809  2.11749
344.593  1.91774
358.376  1.70744
372.16  1.78174
385.944  1.72978
399.728  1.63796
413.511  1.54832
427.295  1.52953
441.079  1.53989
454.862  1.61475
468.646  1.79088
482.43  1.96819
496.213  2.13908
509.997  2.0964
523.781  1.8414
537.565  1.49795
551.348  1.15314
565.132  1.07865
578.916  1.3734
592.699  1.84653
606.483  2.14336
620.267  2.15287
634.051  2.0876
647.834  2.14055
661.618  2.21646
675.402  2.20024
689.185  2.49778
702.969  2.8828
716.753  2.73273
730.536  2.50608
744.32  2.41085
758.104  2.64967
771.888  2.60414
785.671  2.28926
799.455  2.29934
813.239  2.34195
827.022  2.48896
840.806  2.17231
854.59  2.30308
868.374  2.51594
882.157  2.07449
895.941  1.85063
909.725  2.29627
923.508  1.63427
937.292  2.46408
951.076  1.62626
964.86  1.51754
978.643  1.30179
992.427  1.26379
1006.21  1.45513
1019.99  1.28273
1033.78  1.3919
1047.56  1.0763
1061.35  1.27598
1075.13  1.55274
1088.91  1.34885
1102.7  1.39031
1116.48  1.33175
1130.26  1.24278
1144.05  1.13537
1157.83  1.0635
1171.62  1.00404
1185.4  0.9765
1199.18  0.934121
1212.97  0.865398
1226.75  0.79518
1240.53  0.712327
1254.32  0.649671
1268.1  0.606557
1281.88  0.566824
1295.67  0.530072
1309.45  0.495702
1323.24  0.462936
1337.02  0.430862
1350.8  0.3985
1364.59  0.364886
1378.37  0.329178
1392.15  0.290772
1405.94  0.249414
1419.72  0.205281
1433.51  0.159012
1447.29  0.111659
1461.07  0.0645304
1474.86  0.0189451
1488.64  0.0241089
1502.42  0.0643399
1516.21  0.102471
1529.99  0.140398
1543.78  0.181064
1557.56  0.227937
1571.34  0.284082
1585.13  0.351025
1598.91  0.427903
1612.69  0.511535
1626.48  0.597819
1640.26  0.684058
1654.04  0.770828
1667.83  0.861534
1681.61  0.958896
1695.4  1.06071
1709.18  1.16027
1722.96  1.25396
1736.75  1.34771
1750.53  1.44896
1764.31  1.55083
1778.1  1.64117
1791.88  1.7275
1805.67  1.81787
1819.45  1.90387
1833.23  1.98956
1847.02  2.07119
1860.8  2.15475
1874.58  2.2414
1888.37  2.33874
1902.15  2.42296
1915.94  2.49502
1929.72  2.56557
1943.5  2.63367
1957.29  2.70603
1971.07  2.7742
1984.85  2.8627
1998.64  2.9559
2012.42  3.02438
2026.2  3.07888
2039.99  3.12872
2053.77  3.25502
2067.56  3.41415
2081.34  3.55548
2095.12  3.675
2108.91  3.84096
2122.69  4.09827
2136.47  4.35257
2150.26  4.62879
2164.04  4.95626
2177.83  5.0134
2191.61  5.19038
2205.39  5.58842
2219.18  5.90364
2232.96  6.21889
2246.74  6.3877
2260.53  6.49883
2274.31  6.74968
2288.1  7.09422
2301.88  7.29336
2315.66  7.35257
2329.45  7.33782
2343.23  7.29962
2357.01  7.43147
2370.8  7.48118
2384.58  7.4962
2398.37  7.50276
2412.15  7.50429
2425.93  7.50541
2439.72  7.55159
2453.5  7.45962
2467.28  7.28007
2481.07  7.05789
2494.85  6.56871
2508.63  6.45599
2522.42  6.13636
2536.2  5.69903
2549.99  5.09775
2563.77  4.76396
2577.55  4.57287
2591.34  3.8536
2605.12  2.60462
2618.9  2.14626
2632.69  1.75218
2646.47  0.839312
2660.26  0.133839
2674.04  2.08961
2687.82  5.59835
2701.61  8.00084
2715.39  10.2741
2729.17  13.8632
2742.96  14.7501
2756.74  16.0611
2770.53  16.4773
2784.31  14.2566
2798.09  12.9633
2811.88  1.0886
2825.66  11.0887
2839.44  5.42424
2853.23  15.8157
2867.01  12.8884
2880.79  11.6437
2894.58  16.7856
2908.36  11.8013
2922.15  13.5154
2935.93  18.4468
2949.71  8.38746
2963.5  15.3514
2977.28  15.2885
2991.06  9.01634
3004.85  13.6578
3018.63  16.0184
3032.42  13.0286
3046.2  11.8422
3059.98  13.7585
3073.77  12.1679
3087.55  13.5687
3101.33  8.45126
3115.12  14.9312
3128.9  6.06646
3142.69  6.99876
3156.47  7.82816
3170.25  9.13112
3184.04  10.3033
3197.82  11.1738
3211.6  8.39119
3225.39  5.17087
3239.17  0.611333
3252.95  1.16625
3266.74  0.661817
3280.52  1.93645
3294.31  3.84472
3308.09  1.19619
3321.87  4.4666
3335.66  3.67516
3349.44  0.226792
3363.22  3.52898
3377.01  0.950849
3390.79  3.86479
3404.58  3.14235
3418.36  4.11138
3432.14  3.99828
3445.93  1.8754
3459.71  2.19685
3473.49  1.09281
3487.28  0.392959
3501.06  1.95029
3514.85  2.83161
3528.63  0.696266
3542.41  1.75425
3556.2  2.87021
3569.98  3.35789
3583.76  3.37198
3597.55  3.05206
3611.33  4.50411
3625.12  4.19942
3638.9  5.18932
3652.68  5.56668
3666.47  5.7399
3680.25  6.78257
3694.03  6.34293
3707.82  7.69434
3721.6  8.45808
3735.38  8.35228
3749.17  10.1728
3762.95  9.31557
3776.74  9.61029
3790.52  9.99429
3804.3  10.2336
3818.09  9.4583
3831.87  9.57102
3845.65  10.1994
3859.44  9.5779
3873.22  9.0447
3887.01  7.88633
3900.79  7.22569
3914.57  7.4878
3928.36  7.20754
