0 0  0 -85.4038
0 6064.83  8 -62.0485
0 6078.61  8 -62.499
0 6092.4  8 -62.8437
0 6106.18  8 -63.1646
0 6119.97  8 -63.8061
0 6133.75  8 -64.8456
0 6147.53  8 -65.8995
0 6161.32  8 -66.1938
0 6175.1  8 -66.9305
0 6188.88  8 -67.7782
0 6202.67  8 -68.399
0 6216.45  8 -70.0951
0 6230.24  8 -72.0755
0 6244.02  8 -73.6778
0 6257.8  8 -75.1263
0 6271.59  8 -76.8302
0 6285.37  8 -78.6357
0 6299.15  8 -79.8758
0 6312.94  8 -77.3204
0 6326.72  8 -75.1373
0 6340.51  8 -77.735
0 6354.29  8 -77.3099
0 6368.07  8 -78.5066
0 6381.86  8 -79.1452
0 6395.64  8 -78.6485
0 6409.42  8 -78.3742
0 6423.21  8 -77.7865
0 6436.99  8 -77.0474
0 6450.78  8 -76.4777
0 6464.56  8 -75.8509
0 6478.34  8 -74.8556
0 6492.13  8 -74.0026
0 6505.91  8 -72.3449
0 6519.69  8 -73.4513
0 6533.48  8 -72.1186
0 6547.26  8 -71.5014
0 6561.04  8 -71.0829
0 6574.83  8 -71.3329
0 6588.61  8 -71.0529
0 6602.4  8 -70.7458
0 6616.18  8 -70.5416
0 6629.96  8 -69.2993
0 6643.75  8 -68.3499
0 6657.53  8 -68.0614
0 6671.31  8 -68.129
0 6685.1  8 -67.0056
0 6698.88  8 -67.3726
0 6712.67  8 -68.6153
0 6726.45  8 -69.8719
0 6740.23  8 -70.3847
0 6754.02  8 -70.8844
0 6767.8  8 -70.0086
0 6781.58  8 -69.1705
0 6795.37  8 -68.0628
0 6809.15  8 -67.2166
0 6822.94  8 -66.6028
0 6836.72  8 -66.4205
0 6850.5  8 -66.3588
0 6864.29  8 -66.4146
0 6878.07  8 -66.5373
0 6891.85  8 -66.6459
0 6905.64  8 -66.726
0 6919.42  8 -66.7808
0 6933.2  8 -66.8184
0 6946.99  8 -66.8458
0 6960.77  8 -66.6027
0 6974.56  8 -66.4447
0 6988.34  8 -66.4127
0 7002.12  8 -66.3587
0 7015.91  8 -66.5322
0 7029.69  8 -66.6999
0 7043.47  8 -66.7303
0 7057.26  8 -66.7731
0 7071.04  8 -66.6673
0 7084.83  8 -66.5929
0 7098.61  8 -66.566
0 7112.39  8 -66.5043
0 7126.18  8 -66.4621
0 7139.96  8 -66.4983
0 7153.74  8 -66.5413
0 7167.53  8 -66.6793
0 7181.31  8 -66.8085
0 7195.1  8 -66.904
0 7208.88  8 -66.0899
0 7222.66  8 -65.6708
0 7236.45  8 -65.2918
0 7250.23  8 -64.971
0 7264.01  8 -65.4502
0 7277.8  8 -65.641
0 7291.58  8 -65.8182
0 7305.36  8 -66.5859
0 7319.15  8 -65.8932
0 7332.93  8 -65.5404
0 7346.72  8 -65.3939
0 7360.5  8 -65.3878
0 7374.28  8 -65.8719
0 7388.07  8 -66.6161
0 7401.85  8 -67.3631
0 7415.63  8 -67.9093
0 7429.42  8 -68.3581
0 7443.2  8 -68.877
0 7456.99  8 -69.2466
0 7470.77  8 -69.5288
0 7484.55  8 -69.8166
0 7498.34  8 -70.0706
0 7512.12  8 -70.4656
0 7525.9  8 -70.8616
0 7539.69  8 -71.1628
0 7553.47  8 -71.3876
0 7567.26  8 -71.4057
0 7581.04  8 -71.461
0 7594.82  8 -71.5641
0 7608.61  8 -71.817
0 7622.39  8 -72.1803
0 7636.17  8 -72.508
0 7649.96  8 -72.7806
0 7663.74  8 -71.3949
0 7677.53  8 -70.7368
0 7691.31  8 -69.8484
0 7705.09  8 -69.8141
0 7718.88  8 -69.9679
0 7732.66  8 -70.3612
0 7746.44  8 -71.7587
0 7760.23  8 -71.3773
0 7774.01  8 -70.7931
0 7787.79  8 -70.6178
0 7801.58  8 -70.6774
0 7815.36  8 -70.8482
0 7829.15  8 -71.0597
0 7842.93  8 -71.2964
0 7856.71  8 -71.5136
0 7870.5  8 -71.7138
0 7884.28  8 -71.9106
0 7898.06  8 -72.1016
0 7911.85  8 -72.1609
0 7925.63  8 -72.2174
0 0  9 -64.1656
0 13.7837  9 -64.0679
0 27.5674  9 -63.955
0 41.3511  9 -63.8205
0 55.1348  9 -63.6695
0 68.9185  9 -63.516
0 82.7022  9 -63.352
0 96.486  9 -63.1806
0 110.27  9 -63.0316
0 124.053  9 -62.8896
0 137.837  9 -62.7322
0 151.621  9 -62.5031
0 165.404  9 -62.2866
0 179.188  9 -62.1012
0 192.972  9 -62.0106
0 206.756  9 -61.9821
0 220.539  9 -61.9267
0 234.323  9 -61.8906
0 248.107  9 -61.8716
0 261.89  9 -61.8712
0 275.674  9 -61.8839
0 289.458  9 -61.8462
0 303.242  9 -61.7082
0 317.025  9 -61.5391
0 330.809  9 -61.4769
0 344.593  9 -61.7462
0 358.376  9 -61.8321
0 372.16  9 -61.9103
0 385.944  9 -61.822
0 399.728  9 -61.6225
0 413.511  9 -61.516
0 427.295  9 -61.4128
0 441.079  9 -61.3023
0 454.862  9 -61.1804
0 468.646  9 -61.0587
0 482.43  9 -60.9489
0 496.213  9 -60.8837
0 509.997  9 -60.8262
0 523.781  9 -60.7674
0 537.565  9 -60.7001
0 551.348  9 -60.5977
0 565.132  9 -60.531
0 578.916  9 -60.497
0 592.699  9 -60.524
0 606.483  9 -60.573
0 620.267  9 -60.601
0 634.051  9 -60.649
0 647.834  9 -60.7271
0 661.618  9 -60.767
0 675.402  9 -60.8171
0 689.185  9 -60.9032
0 702.969  9 -61.0312
0 716.753  9 -61.0681
0 730.536  9 -61.1193
0 744.32  9 -61.2191
0 758.104  9 -61.2993
0 771.888  9 -61.3598
0 785.671  9 -61.4062
0 799.455  9 -61.4301
0 813.239  9 -61.5141
0 827.022  9 -61.6097
0 840.806  9 -61.7052
0 854.59  9 -61.8089
0 868.374  9 -61.9258
0 882.157  9 -61.9027
0 895.941  9 -61.5571
0 909.725  9 -61.2158
0 923.508  9 -61.3054
0 937.292  9 -61.9143
0 951.076  9 -62.4022
0 964.86  9 -62.437
0 978.643  9 -62.7118
0 992.427  9 -62.842
0 1006.21  9 -62.5361
0 1019.99  9 -62.0509
0 1033.78  9 -61.6119
0 1047.56  9 -63.1881
0 1061.35  9 -62.8374
0 1075.13  9 -62.8986
0 1088.91  9 -63.0496
0 1102.7  9 -62.967
0 1116.48  9 -63.0256
0 1130.26  9 -63.0693
0 1144.05  9 -63.069
0 1157.83  9 -63.0711
0 1171.62  9 -63.0947
0 1185.4  9 -63.1439
0 1199.18  9 -63.2429
0 1212.97  9 -63.2996
0 1226.75  9 -63.3471
0 1240.53  9 -63.3689
0 1254.32  9 -63.3813
0 1268.1  9 -63.4273
0 1281.88  9 -63.4753
0 1295.67  9 -63.5254
0 1309.45  9 -63.5776
0 1323.24  9 -63.6321
0 1337.02  9 -63.6888
0 1350.8  9 -63.7479
0 1364.59  9 -63.8095
0 1378.37  9 -63.8736
0 1392.15  9 -63.9404
0 1405.94  9 -64.0099
0 1419.72  9 -64.0823
0 1433.51  9 -64.1575
0 1447.29  9 -64.2358
0 1461.07  9 -64.3173
0 1474.86  9 -64.402
0 1488.64  9 -64.4901
0 1502.42  9 -64.5817
0 1516.21  9 -64.6769
0 1529.99  9 -64.7758
0 1543.78  9 -64.8784
0 1557.56  9 -64.9851
0 1571.34  9 -65.0957
0 1585.13  9 -65.2105
0 1598.91  9 -65.3295
0 1612.69  9 -65.4527
0 1626.48  9 -65.5803
0 1640.26  9 -65.7123
0 1654.04  9 -65.8486
0 1667.83  9 -65.9891
0 1681.61  9 -66.1338
0 1695.4  9 -66.2826
0 1709.18  9 -66.435
0 1722.96  9 -66.5908
0 1736.75  9 -66.7493
0 1750.53  9 -66.9101
0 1764.31  9 -67.0721
0 1778.1  9 -67.2343
0 1791.88  9 -67.3952
0 1805.67  9 -67.5532
0 1819.45  9 -67.7064
0 1833.23  9 -67.8522
0 1847.02  9 -67.988
0 1860.8  9 -68.111
0 1874.58  9 -68.2182
0 1888.37  9 -68.307
0 1902.15  9 -68.3757
0 1915.94  9 -68.4246
0 1929.72  9 -68.457
0 1943.5  9 -68.4815
0 1957.29  9 -68.5139
0 1971.07  9 -68.5758
0 1984.85  9 -68.6763
0 1998.64  9 -68.7551
0 2012.42  9 -68.7552
0 2026.2  9 -68.7074
0 2039.99  9 -68.5626
0 2053.77  9 -68.3388
0 2067.56  9 -68.1465
0 2081.34  9 -67.912
0 2095.12  9 -67.7049
0 2108.91  9 -67.4469
0 2122.69  9 -67.2664
0 2136.47  9 -67.1236
0 2150.26  9 -67.0567
0 2164.04  9 -66.6426
0 2177.83  9 -66.2565
0 2191.61  9 -65.8783
0 2205.39  9 -65.904
0 2219.18  9 -65.7979
0 2232.96  9 -65.7336
0 2246.74  9 -65.8768
0 2260.53  9 -65.8751
0 2274.31  9 -65.8266
0 2288.1  9 -65.7977
0 2301.88  9 -65.7576
0 2315.66  9 -65.7299
0 2329.45  9 -65.6444
0 2343.23  9 -65.4475
0 2357.01  9 -65.2691
0 2370.8  9 -65.1627
0 2384.58  9 -65.0928
0 2398.37  9 -65.112
0 2412.15  9 -65.124
0 2425.93  9 -65.1744
0 2439.72  9 -65.2764
0 2453.5  9 -65.4212
0 2467.28  9 -65.4618
0 2481.07  9 -65.4041
0 2494.85  9 -65.1543
0 2508.63  9 -64.9463
0 2522.42  9 -64.9213
0 2536.2  9 -65.2969
0 2549.99  9 -65.3801
0 2563.77  9 -65.466
0 2577.55  9 -65.3726
0 2591.34  9 -65.2715
0 2605.12  9 -65.1571
0 2618.9  9 -64.9363
0 2632.69  9 -64.7424
0 2646.47  9 -64.5686
0 2660.26  9 -64.17
0 2674.04  9 -63.7234
0 2687.82  9 -63.2146
0 2701.61  9 -62.8231
0 2715.39  9 -62.4654
0 2729.17  9 -62.1233
0 2742.96  9 -61.9773
0 2756.74  9 -61.8761
0 2770.53  9 -61.7884
0 2784.31  9 -61.664
0 2798.09  9 -61.5254
0 2811.88  9 -61.2164
0 2825.66  9 -60.8826
0 2839.44  9 -60.4296
0 2853.23  9 -60.1611
0 2867.01  9 -59.7534
0 2880.79  9 -59.451
0 2894.58  9 -59.4166
0 2908.36  9 -59.1949
0 2922.15  9 -58.9985
0 2935.93  9 -58.692
0 2949.71  9 -58.3178
0 2963.5  9 -57.7094
0 2977.28  9 -57.0676
0 2991.06  9 -56.4712
0 3004.85  9 -55.7982
0 3018.63  9 -54.0648
0 3032.42  9 -52.3743
0 3046.2  9 -50.6267
0 3059.98  9 -49.7779
0 3073.77  9 -49.2673
0 3087.55  9 -48.9207
0 3101.33  9 -48.9233
0 3115.12  9 -49.1278
0 3128.9  9 -49.5318
0 3142.69  9 -49.8769
0 3156.47  9 -49.5398
0 3170.25  9 -48.5275
0 3184.04  9 -47.5491
0 3197.82  9 -48.5814
0 3211.6  9 -50.6844
0 3225.39  9 -48.4256
0 3239.17  9 -48.8381
0 3252.95  9 -49.2242
0 3266.74  9 -49.2901
0 3280.52  9 -49.7661
0 3294.31  9 -51.2761
0 3308.09  9 -50.9346
0 3321.87  9 -49.6591
0 3335.66  9 -48.5008
0 3349.44  9 -47.4976
0 3363.22  9 -47.3319
0 3377.01  9 -55.7955
0 3390.79  9 -48.105
0 3404.58  9 -48.0435
0 3418.36  9 -48.3014
0 3432.14  9 -48.2176
0 3445.93  9 -47.623
0 3459.71  9 -47.6547
0 3473.49  9 -47.6617
0 3487.28  9 -48.1749
0 3501.06  9 -49.4679
0 3514.85  9 -49.3189
0 3528.63  9 -49.4724
0 3542.41  9 -50.3359
0 3556.2  9 -51.1335
0 3569.98  9 -51.365
0 3583.76  9 -51.2836
0 3597.55  9 -50.6412
0 3611.33  9 -51.0413
0 3625.12  9 -49.7939
0 3638.9  9 -50.6922
0 3652.68  9 -51.8133
0 3666.47  9 -50.7251
0 3680.25  9 -49.4192
0 3694.03  9 -47.5733
0 3707.82  9 -46.679
0 3721.6  9 -44.6114
0 3735.38  9 -42.117
0 3749.17  9 -39.2868
0 3762.95  9 -36.6676
0 3776.74  9 -33.6145
0 3790.52  9 -30.5561
0 3804.3  9 -28.4472
0 3818.09  9 -26.7578
0 3831.87  9 -25.3896
0 3845.65  9 -25.6343
0 3859.44  9 -26.2694
0 3873.22  9 -24.0795
0 3887.01  9 -23.7958
0 3900.79  9 -21.6415
0 3914.57  9 -19.4463
0 3928.36  9 -20.3053
0 3942.14  9 -22.0036
0 3955.92  9 -16.8088
0 3969.71  9 -14.6991
0 3983.49  9 -17.6882
0 3997.28  9 -15.0438
0 4011.06  9 -16.7907
0 4024.84  9 -25.4999
0 4038.63  9 -32.9749
0 4052.41  9 -29.7951
0 4066.19  9 -27.709
0 4079.98  9 -27.3052
0 4093.76  9 -27.3803
0 4107.54  9 -27.7348
0 4121.33  9 -28.2371
0 4135.11  9 -28.8704
0 4148.9  9 -29.5453
0 4162.68  9 -30.2131
0 4176.46  9 -30.863
0 4190.25  9 -31.5003
0 4204.03  9 -32.0992
0 4217.81  9 -32.7021
0 4231.6  9 -33.2887
0 4245.38  9 -33.8412
0 4259.17  9 -34.3737
0 4272.95  9 -34.8747
0 4286.73  9 -35.3662
0 4300.52  9 -35.8503
0 4314.3  9 -36.3243
0 4328.08  9 -36.8176
0 4341.87  9 -37.2925
0 4355.65  9 -37.7671
0 4369.44  9 -38.2127
0 4383.22  9 -38.6498
0 4397  9 -39.0819
0 4410.79  9 -39.5142
0 4424.57  9 -39.9142
0 4438.35  9 -40.2963
0 4452.14  9 -40.6525
0 4465.92  9 -41.0107
0 4479.7  9 -41.4846
0 4493.49  9 -41.9282
0 4507.27  9 -42.3866
0 4521.06  9 -42.7641
0 4534.84  9 -43.1344
0 4548.62  9 -43.5147
0 4562.41  9 -43.9026
0 4576.19  9 -44.3289
0 4589.97  9 -44.7516
0 4603.76  9 -45.1698
0 4617.54  9 -45.5685
0 4631.33  9 -45.9773
0 4645.11  9 -46.3818
0 4658.89  9 -46.7916
0 4672.68  9 -47.1512
0 4686.46  9 -47.4741
0 4700.24  9 -47.7774
0 4714.03  9 -48.0639
0 4727.81  9 -48.4289
0 4741.6  9 -48.7889
0 4755.38  9 -49.1537
0 4769.16  9 -49.4692
0 4782.95  9 -49.7466
0 4796.73  9 -50.0154
0 4810.51  9 -50.5314
0 4824.3  9 -51.7581
0 4838.08  9 -52.7684
0 4851.87  9 -53.4098
0 4865.65  9 -53.5922
0 4879.43  9 -54.032
0 4893.22  9 -54.1314
0 4907  9 -53.9803
0 4920.78  9 -53.3983
0 4934.57  9 -53.0653
0 4948.35  9 -52.8987
0 4962.13  9 -53.0152
0 4975.92  9 -52.9205
0 4989.7  9 -52.7385
0 5003.49  9 -52.4821
0 5017.27  9 -52.1177
0 5031.05  9 -52.0057
0 5044.84  9 -51.9644
0 5058.62  9 -51.9765
0 5072.4  9 -51.9187
0 5086.19  9 -51.8159
0 5099.97  9 -51.7393
0 5113.76  9 -51.1596
0 5127.54  9 -50.9547
0 5141.32  9 -50.8731
0 5155.11  9 -51.2106
0 5168.89  9 -51.4214
0 5182.67  9 -51.2748
0 5196.46  9 -51.2836
0 5210.24  9 -50.1197
0 5224.03  9 -48.6208
0 5237.81  9 -48.1997
0 5251.59  9 -47.9363
0 5265.38  9 -49.9104
0 5279.16  9 -50.4476
0 5292.94  9 -50.0991
0 5306.73  9 -48.4308
0 5320.51  9 -46.6921
0 5334.29  9 -46.1272
0 5348.08  9 -45.8311
0 5361.86  9 -46.8472
0 5375.65  9 -47.3205
0 5389.43  9 -47.1482
0 5403.21  9 -46.1349
0 5417  9 -43.7705
0 5430.78  9 -42.9592
0 5444.56  9 -42.6339
0 5458.35  9 -45.115
0 5472.13  9 -45.2469
0 5485.92  9 -45.277
0 5499.7  9 -46.1282
0 5513.48  9 -49.7635
0 5527.27  9 -53.4837
0 5541.05  9 -49.2895
0 5554.83  9 -47.3522
0 5568.62  9 -47.3873
0 5582.4  9 -46.9524
0 5596.19  9 -46.3473
0 5609.97  9 -44.5833
0 5623.75  9 -43.7119
0 5637.54  9 -43.5571
0 5651.32  9 -43.6906
0 5665.1  9 -43.4264
0 5678.89  9 -43.112
0 5692.67  9 -42.8712
0 5706.45  9 -42.7348
0 5720.24  9 -42.7676
0 5734.02  9 -42.9625
0 5747.81  9 -43.2568
0 5761.59  9 -43.6605
0 5775.37  9 -44.1609
0 5789.16  9 -44.7316
0 5802.94  9 -45.4207
0 5816.72  9 -46.31
0 5830.51  9 -47.2674
0 5844.29  9 -48.1981
0 5858.08  9 -49.1293
0 5871.86  9 -50.0021
0 5885.64  9 -50.8991
0 5899.43  9 -51.787
0 5913.21  9 -53.0158
0 5926.99  9 -54.3416
0 5940.78  9 -55.5168
0 5954.56  9 -56.4432
0 5968.35  9 -57.0247
0 5982.13  9 -57.5892
0 5995.91  9 -58.1091
0 6009.7  9 -58.5948
0 6023.48  9 -59.0203
0 6037.26  9 -59.4216
0 6051.05  9 -59.7709
0 6064.83  9 -60.053
0 6078.61  9 -60.5043
0 6092.4  9 -60.9325
0 6106.18  9 -61.5182
0 6119.97  9 -62.8457
0 6133.75  9 -63.8796
0 6147.53  9 -64.8033
0 6161.32  9 -65.282
0 6175.1  9 -65.7014
0 6188.88  9 -66.0873
0 6202.67  9 -66.8386
0 6216.45  9 -68.5487
0 6230.24  9 -70.0076
0 6244.02  9 -70.9392
0 6257.8  9 -71.2969
0 6271.59  9 -71.8623
0 6285.37  9 -72.9218
0 6299.15  9 -73.8479
0 6312.94  9 -77.344
0 6326.72  9 -81.4332
0 6340.51  9 -79.9511
0 6354.29  9 -78.3064
0 6368.07  9 -76.5976
0 6381.86  9 -76.258
0 6395.64  9 -76.377
0 6409.42  9 -76.3412
0 6423.21  9 -76.1536
0 6436.99  9 -76.0377
0 6450.78  9 -75.746
0 6464.56  9 -74.2008
0 6478.34  9 -72.9969
0 6492.13  9 -71.8903
0 6505.91  9 -71.1612
0 6519.69  9 -73.3105
0 6533.48  9 -73.4513
0 6547.26  9 -71.7508
0 6561.04  9 -70.4445
0 6574.83  9 -69.5532
0 6588.61  9 -69.3455
0 6602.4  9 -68.824
0 6616.18  9 -67.626
0 6629.96  9 -66.8681
0 6643.75  9 -66.2229
0 6657.53  9 -67.1968
0 6671.31  9 -68.8997
0 6685.1  9 -68.121
0 6698.88  9 -66.7746
0 6712.67  9 -66.768
0 6726.45  9 -67.7748
0 6740.23  9 -68.7572
0 6754.02  9 -69.7591
0 6767.8  9 -68.7291
0 6781.58  9 -68.6716
0 6795.37  9 -67.9949
0 6809.15  9 -67.5914
0 6822.94  9 -66.9621
0 6836.72  9 -66.4736
0 6850.5  9 -66.1273
0 6864.29  9 -65.9485
0 6878.07  9 -65.916
0 6891.85  9 -65.9571
0 6905.64  9 -66.0099
0 6919.42  9 -66.0538
0 6933.2  9 -66.085
0 6946.99  9 -66.106
0 6960.77  9 -66.3042
0 6974.56  9 -66.3966
0 6988.34  9 -66.322
0 7002.12  9 -66.2213
0 7015.91  9 -65.7633
0 7029.69  9 -65.6988
0 7043.47  9 -65.7871
0 7057.26  9 -65.8766
0 7071.04  9 -65.8339
0 7084.83  9 -65.7569
0 7098.61  9 -65.7091
0 7112.39  9 -65.791
0 7126.18  9 -65.8002
0 7139.96  9 -65.7751
0 7153.74  9 -65.7389
0 7167.53  9 -65.7018
0 7181.31  9 -65.7739
0 7195.1  9 -65.8765
0 7208.88  9 -65.9966
0 7222.66  9 -65.282
0 7236.45  9 -64.9283
0 7250.23  9 -64.8059
0 7264.01  9 -65.0558
0 7277.8  9 -64.5244
0 7291.58  9 -64.2673
0 7305.36  9 -64.9689
0 7319.15  9 -65.16
0 7332.93  9 -64.9103
0 7346.72  9 -64.6122
0 7360.5  9 -64.5012
0 7374.28  9 -64.6967
0 7388.07  9 -65.1256
0 7401.85  9 -65.7165
0 7415.63  9 -66.2608
0 7429.42  9 -66.7387
0 7443.2  9 -67.1988
0 7456.99  9 -67.6231
0 7470.77  9 -68.0187
0 7484.55  9 -68.3509
0 7498.34  9 -68.62
0 7512.12  9 -68.8207
0 7525.9  9 -69.1295
0 7539.69  9 -69.4627
0 7553.47  9 -69.8029
0 7567.26  9 -70.078
0 7581.04  9 -70.2238
0 7594.82  9 -70.3125
0 7608.61  9 -70.3255
0 7622.39  9 -70.4896
0 7636.17  9 -70.7881
0 7649.96  9 -71.115
0 7663.74  9 -70.6307
0 7677.53  9 -69.3064
0 7691.31  9 -68.6128
0 7705.09  9 -69.1521
0 7718.88  9 -68.8157
0 7732.66  9 -68.5264
0 7746.44  9 -69.0944
0 7760.23  9 -70.3055
0 7774.01  9 -70.0169
0 7787.79  9 -69.7109
0 7801.58  9 -69.5702
0 7815.36  9 -69.6326
0 7829.15  9 -69.7689
0 7842.93  9 -69.948
0 7856.71  9 -70.15
0 7870.5  9 -70.3596
0 7884.28  9 -70.5527
0 7898.06  9 -70.7337
0 7911.85  9 -70.9472
0 7925.63  9 -71.0944
0 0  10 -63.2114
0 13.7837  10 -63.0994
0 27.5674  10 -62.997
0 41.3511  10 -62.8975
0 55.1348  10 -62.7636
0 68.9185  10 -62.626
0 82.7022  10 -62.5197
0 96.486  10 -62.4181
0 110.27  10 -62.2965
0 124.053  10 -62.192
0 137.837  10 -62.0967
0 151.621  10 -61.9499
0 165.404  10 -61.8105
0 179.188  10 -61.6513
0 192.972  10 -61.5137
0 206.756  10 -61.4698
0 220.539  10 -61.4553
0 234.323  10 -61.4528
0 248.107  10 -61.4571
0 261.89  10 -61.4606
0 275.674  10 -61.3963
0 289.458  10 -61.2073
0 303.242  10 -61.0716
0 317.025  10 -61.001
0 330.809  10 -60.8444
0 344.593  10 -60.7647
0 358.376  10 -60.7954
0 372.16  10 -60.8501
0 385.944  10 -61.0323
0 399.728  10 -61.0119
0 413.511  10 -60.9291
0 427.295  10 -60.8422
0 441.079  10 -60.7467
0 454.862  10 -60.6596
0 468.646  10 -60.5795
0 482.43  10 -60.4957
0 496.213  10 -60.4501
0 509.997  10 -60.4172
0 523.781  10 -60.4005
0 537.565  10 -60.4014
0 551.348  10 -60.3848
0 565.132  10 -60.3975
0 578.916  10 -60.3954
0 592.699  10 -60.4029
0 606.483  10 -60.473
0 620.267  10 -60.5382
0 634.051  10 -60.5645
0 647.834  10 -60.6119
0 661.618  10 -60.6818
0 675.402  10 -60.7108
0 689.185  10 -60.6861
0 702.969  10 -60.743
0 716.753  10 -60.7866
0 730.536  10 -60.813
0 744.32  10 -60.8616
0 758.104  10 -60.915
0 771.888  10 -60.98
0 785.671  10 -61.0939
0 799.455  10 -61.1642
0 813.239  10 -61.2512
0 827.022  10 -61.3695
0 840.806  10 -61.4933
0 854.59  10 -61.5311
0 868.374  10 -61.4633
0 882.157  10 -61.2618
0 895.941  10 -61.0097
0 909.725  10 -61.2956
0 923.508  10 -61.6263
0 937.292  10 -61.3447
0 951.076  10 -62.2129
0 964.86  10 -62.5525
0 978.643  10 -62.6774
0 992.427  10 -63.0992
0 1006.21  10 -62.1679
0 1019.99  10 -61.764
0 1033.78  10 -62.5446
0 1047.56  10 -62.0097
0 1061.35  10 -62.4426
0 1075.13  10 -62.4237
0 1088.91  10 -62.4031
0 1102.7  10 -62.5129
0 1116.48  10 -62.5547
0 1130.26  10 -62.61
0 1144.05  10 -62.643
0 1157.83  10 -62.6758
0 1171.62  10 -62.7109
0 1185.4  10 -62.7211
0 1199.18  10 -62.7778
0 1212.97  10 -62.8216
0 1226.75  10 -62.8831
0 1240.53  10 -62.9539
0 1254.32  10 -62.9949
0 1268.1  10 -63.0449
0 1281.88  10 -63.0968
0 1295.67  10 -63.1507
0 1309.45  10 -63.2066
0 1323.24  10 -63.2646
0 1337.02  10 -63.3247
0 1350.8  10 -63.3869
0 1364.59  10 -63.4515
0 1378.37  10 -63.5183
0 1392.15  10 -63.5875
0 1405.94  10 -63.6591
0 1419.72  10 -63.7331
0 1433.51  10 -63.8097
0 1447.29  10 -63.8888
0 1461.07  10 -63.9706
0 1474.86  10 -64.0549
0 1488.64  10 -64.1419
0 1502.42  10 -64.2316
0 1516.21  10 -64.324
0 1529.99  10 -64.4191
0 1543.78  10 -64.5168
0 1557.56  10 -64.6172
0 1571.34  10 -64.7201
0 1585.13  10 -64.8255
0 1598.91  10 -64.9333
0 1612.69  10 -65.0432
0 1626.48  10 -65.1552
0 1640.26  10 -65.2688
0 1654.04  10 -65.3838
0 1667.83  10 -65.4998
0 1681.61  10 -65.6164
0 1695.4  10 -65.7329
0 1709.18  10 -65.8488
0 1722.96  10 -65.9631
0 1736.75  10 -66.0751
0 1750.53  10 -66.1837
0 1764.31  10 -66.2877
0 1778.1  10 -66.386
0 1791.88  10 -66.4772
0 1805.67  10 -66.5599
0 1819.45  10 -66.6327
0 1833.23  10 -66.6946
0 1847.02  10 -66.7445
0 1860.8  10 -66.782
0 1874.58  10 -66.8076
0 1888.37  10 -66.8229
0 1902.15  10 -66.8312
0 1915.94  10 -66.8384
0 1929.72  10 -66.8531
0 1943.5  10 -66.8871
0 1957.29  10 -66.9514
0 1971.07  10 -67.045
0 1984.85  10 -67.1288
0 1998.64  10 -67.1686
0 2012.42  10 -67.2686
0 2026.2  10 -67.4336
0 2039.99  10 -67.5264
0 2053.77  10 -67.4347
0 2067.56  10 -67.2574
0 2081.34  10 -67.1171
0 2095.12  10 -66.993
0 2108.91  10 -66.7841
0 2122.69  10 -66.5574
0 2136.47  10 -66.4478
0 2150.26  10 -66.3811
0 2164.04  10 -66.1492
0 2177.83  10 -66.027
0 2191.61  10 -65.7067
0 2205.39  10 -65.4846
0 2219.18  10 -65.3589
0 2232.96  10 -65.1175
0 2246.74  10 -64.9982
0 2260.53  10 -64.9662
0 2274.31  10 -64.9864
0 2288.1  10 -65.0366
0 2301.88  10 -65.0364
0 2315.66  10 -65.0559
0 2329.45  10 -65.1332
0 2343.23  10 -65.1101
0 2357.01  10 -65.0512
0 2370.8  10 -65.0176
0 2384.58  10 -64.9708
0 2398.37  10 -64.9686
0 2412.15  10 -65.0089
0 2425.93  10 -65.0244
0 2439.72  10 -64.9703
0 2453.5  10 -64.9118
0 2467.28  10 -64.7314
0 2481.07  10 -64.3455
0 2494.85  10 -63.9991
0 2508.63  10 -64.016
0 2522.42  10 -64.0008
0 2536.2  10 -63.608
0 2549.99  10 -63.78
0 2563.77  10 -64.0578
0 2577.55  10 -64.426
0 2591.34  10 -64.5282
0 2605.12  10 -64.4218
0 2618.9  10 -64.1466
0 2632.69  10 -63.9203
0 2646.47  10 -63.6984
0 2660.26  10 -63.3986
0 2674.04  10 -63.0656
0 2687.82  10 -62.608
0 2701.61  10 -62.1289
0 2715.39  10 -61.8225
0 2729.17  10 -61.5554
0 2742.96  10 -61.3596
0 2756.74  10 -61.2397
0 2770.53  10 -61.1781
0 2784.31  10 -61.1557
0 2798.09  10 -60.987
0 2811.88  10 -60.7174
0 2825.66  10 -60.3425
0 2839.44  10 -59.6284
0 2853.23  10 -58.9647
0 2867.01  10 -58.534
0 2880.79  10 -58.0067
0 2894.58  10 -57.5353
0 2908.36  10 -57.2841
0 2922.15  10 -57.1885
0 2935.93  10 -57.113
0 2949.71  10 -56.8075
0 2963.5  10 -56.2753
0 2977.28  10 -55.6549
0 2991.06  10 -54.8407
0 3004.85  10 -53.9958
0 3018.63  10 -52.4214
0 3032.42  10 -51.0971
0 3046.2  10 -49.995
0 3059.98  10 -49.3117
0 3073.77  10 -49.039
0 3087.55  10 -49.2417
0 3101.33  10 -49.4893
0 3115.12  10 -49.8943
0 3128.9  10 -50.2785
0 3142.69  10 -49.5325
0 3156.47  10 -48.5196
0 3170.25  10 -47.7007
0 3184.04  10 -47.4102
0 3197.82  10 -48.9604
0 3211.6  10 -46.8027
0 3225.39  10 -48.0583
0 3239.17  10 -48.9598
0 3252.95  10 -48.4598
