0  1  30.6553
0  2  30.8612
0  3  31.2373
0  4  31.026
0  5  30.8483
0  6  30.4891
0  7  30.1299
0  8  29.9109
0  9  29.2566
0  10  28.9496
0  11  28.6932
0  12  28.3824
0  13  28.0335
0  14  27.5895
0  15  27.073
0  16  26.5885
0  17  25.8618
0  18  25.0981
0  19  24.5015
0  20  23.8758
0  21  23.8024
0  22  24.9449
0  23  26.4914
0  24  27.6273
0  25  28.7332
0  26  30.2803
0  27  31.5147
0  28  32.209
0  29  32.7092
0  30  33.2587
0  31  33.7926
0  32  33.4698
0  33  33.2162
0  34  33.1797
0  35  33.3404
0  36  34.0544
0  37  34.7238
0  38  35.3732
0  39  35.5646
0  40  35.591
0  41  35.6359
0  42  35.682
0  43  35.9651
0  44  35.7711
0  45  35.8229
0  46  35.8091
0  47  35.7149
0  48  36.0494
0  49  36.1736
0  50  36.3318
13.7837  1  30.5004
13.7837  2  30.5451
13.7837  3  30.9168
13.7837  4  30.7081
13.7837  5  30.5329
13.7837  6  30.176
13.7837  7  29.8127
13.7837  8  29.6663
13.7837  9  29.1174
13.7837  10  28.838
13.7837  11  28.5717
13.7837  12  28.2533
13.7837  13  27.9147
13.7837  14  27.4762
13.7837  15  26.9506
13.7837  16  26.4504
13.7837  17  25.7134
13.7837  18  24.9437
13.7837  19  24.3466
13.7837  20  23.7176
13.7837  21  23.8984
13.7837  22  25.3339
13.7837  23  26.8844
13.7837  24  27.9994
13.7837  25  29.0963
13.7837  26  30.6354
13.7837  27  31.9113
13.7837  28  32.6289
13.7837  29  33.1171
13.7837  30  33.6257
13.7837  31  34.0448
13.7837  32  33.5448
13.7837  33  33.1372
13.7837  34  33.2871
13.7837  35  33.5747
13.7837  36  34.1811
13.7837  37  34.8525
13.7837  38  35.4926
13.7837  39  35.6943
13.7837  40  35.7394
13.7837  41  35.7719
13.7837  42  35.7402
13.7837  43  35.9629
13.7837  44  35.7709
13.7837  45  35.883
13.7837  46  35.9556
13.7837  47  35.8862
13.7837  48  36.2151
13.7837  49  36.2757
13.7837  50  36.406
27.5674  1  30.1872
27.5674  2  30.2227
27.5674  3  30.5952
27.5674  4  30.3914
27.5674  5  30.2168
27.5674  6  29.904
