0 0  0  -94.1102
0 13.7837  0  -94.1164
0 27.5674  0  -94.1344
0 41.3511  0  -94.2102
0 55.1348  0  -94.2999
0 68.9185  0  -94.2623
0 82.7022  0  -94.2267
0 96.486  0  -94.3017
0 110.27  0  -94.2498
0 124.053  0  -94.1542
0 137.837  0  -94.0703
0 151.621  0  -94.1745
0 165.404  0  -93.8301
0 179.188  0  -93.4513
0 192.972  0  -92.7638
0 206.756  0  -92.2003
0 220.539  0  -92.0923
0 234.323  0  -91.9741
0 248.107  0  -91.843
0 261.89  0  -91.6937
0 275.674  0  -91.5188
0 289.458  0  -91.2902
0 303.242  0  -90.975
0 317.025  0  -90.7639
0 330.809  0  -90.5509
0 344.593  0  -89.7195
0 358.376  0  -89.4924
0 372.16  0  -89.999
0 385.944  0  -90.5468
0 399.728  0  -92.1825
0 413.511  0  -92.1272
0 427.295  0  -92.0304
0 441.079  0  -91.9264
0 454.862  0  -91.8141
0 468.646  0  -91.6849
0 482.43  0  -91.55
0 496.213  0  -91.3025
0 509.997  0  -91.1753
0 523.781  0  -91.1149
0 537.565  0  -91.0548
0 551.348  0  -91.0933
0 565.132  0  -90.8992
0 578.916  0  -90.6813
0 592.699  0  -90.31
0 606.483  0  -89.9778
0 620.267  0  -89.8632
0 634.051  0  -89.7391
0 647.834  0  -89.4741
0 661.618  0  -89.3583
0 675.402  0  -89.2504
0 689.185  0  -89.0782
0 702.969  0  -88.7608
0 716.753  0  -88.7892
0 730.536  0  -88.817
0 744.32  0  -88.764
0 758.104  0  -88.7896
0 771.888  0  -88.927
0 785.671  0  -89.0695
0 799.455  0  -89.3592
0 813.239  0  -89.4503
0 827.022  0  -89.5422
0 840.806  0  -89.6818
0 854.59  0  -89.8432
0 868.374  0  -89.857
0 882.157  0  -89.8572
0 895.941  0  -89.931
0 909.725  0  -89.8582
0 923.508  0  -89.5686
0 937.292  0  -89.2861
0 951.076  0  -87.4914
0 964.86  0  -88.5856
0 978.643  0  -89.9853
0 992.427  0  -92.9574
0 1006.21  0  -95.3661
0 1019.99  0  -93.856
0 1033.78  0  -92.8044
0 1047.56  0  -87.1497
0 1061.35  0  -86.8996
0 1075.13  0  -88.0387
0 1088.91  0  -89.6884
0 1102.7  0  -92.2709
0 1116.48  0  -92.3517
0 1130.26  0  -92.4383
0 1144.05  0  -92.6047
0 1157.83  0  -92.7086
0 1171.62  0  -92.7065
0 1185.4  0  -92.71
0 1199.18  0  -92.5817
0 1212.97  0  -92.6591
0 1226.75  0  -92.7613
0 1240.53  0  -92.9092
0 1254.32  0  -93.0898
0 1268.1  0  -93.1236
0 1281.88  0  -93.1583
0 1295.67  0  -93.194
0 1309.45  0  -93.2308
0 1323.24  0  -93.2685
0 1337.02  0  -93.3074
0 1350.8  0  -93.3474
0 1364.59  0  -93.3885
0 1378.37  0  -93.4308
0 1392.15  0  -93.4744
0 1405.94  0  -93.5193
0 1419.72  0  -93.5655
0 1433.51  0  -93.6131
0 1447.29  0  -93.6622
0 1461.07  0  -93.7128
0 1474.86  0  -93.7649
0 1488.64  0  -93.8187
0 1502.42  0  -93.8743
0 1516.21  0  -93.9316
0 1529.99  0  -93.9908
0 1543.78  0  -94.052
0 1557.56  0  -94.1152
0 1571.34  0  -94.1806
0 1585.13  0  -94.2483
0 1598.91  0  -94.3184
0 1612.69  0  -94.3911
0 1626.48  0  -94.4664
0 1640.26  0  -94.5446
0 1654.04  0  -94.6258
0 1667.83  0  -94.7102
0 1681.61  0  -94.798
0 1695.4  0  -94.8895
0 1709.18  0  -94.9849
0 1722.96  0  -95.0845
0 1736.75  0  -95.1886
0 1750.53  0  -95.2975
0 1764.31  0  -95.4118
0 1778.1  0  -95.5318
0 1791.88  0  -95.6581
0 1805.67  0  -95.7913
0 1819.45  0  -95.9321
0 1833.23  0  -96.0813
0 1847.02  0  -96.2399
0 1860.8  0  -96.4091
0 1874.58  0  -96.5902
0 1888.37  0  -96.7851
0 1902.15  0  -96.9957
0 1915.94  0  -97.2249
0 1929.72  0  -97.476
0 1943.5  0  -97.7536
0 1957.29  0  -98.0639
0 1971.07  0  -98.4155
0 1984.85  0  -98.8219
0 1998.64  0  -99.3012
0 2012.42  0  -99.8985
0 2026.2  0  -100.648
0 2039.99  0  -101.913
0 2053.77  0  -104.165
0 2067.56  0  -104.516
0 2081.34  0  -104.92
0 2095.12  0  -106.418
0 2108.91  0  -107.096
0 2122.69  0  -107.035
0 2136.47  0  -106.867
0 2150.26  0  -109.598
0 2164.04  0  -107.269
0 2177.83  0  -105.233
0 2191.61  0  -102.37
0 2205.39  0  -99.8108
0 2219.18  0  -99.5309
0 2232.96  0  -99.3105
0 2246.74  0  -98.3597
0 2260.53  0  -98.2237
0 2274.31  0  -98.4246
0 2288.1  0  -98.6724
0 2301.88  0  -99.0962
0 2315.66  0  -99.3824
0 2329.45  0  -99.6892
0 2343.23  0  -100.735
0 2357.01  0  -101.529
0 2370.8  0  -101.126
0 2384.58  0  -100.749
0 2398.37  0  -99.9578
0 2412.15  0  -99.6485
0 2425.93  0  -99.382
0 2439.72  0  -99.0258
0 2453.5  0  -98.4951
0 2467.28  0  -98.3478
0 2481.07  0  -98.2019
0 2494.85  0  -97.8031
0 2508.63  0  -97.5917
0 2522.42  0  -97.4325
0 2536.2  0  -97.5233
0 2549.99  0  -95.8905
0 2563.77  0  -96.8309
0 2577.55  0  -98.0025
0 2591.34  0  -100.651
0 2605.12  0  -104.997
0 2618.9  0  -104.807
0 2632.69  0  -104.562
0 2646.47  0  -105.559
0 2660.26  0  -104.988
0 2674.04  0  -103.657
0 2687.82  0  -102.387
0 2701.61  0  -100.084
0 2715.39  0  -99.7257
0 2729.17  0  -99.3896
0 2742.96  0  -98.6917
0 2756.74  0  -98.1781
0 2770.53  0  -98.4109
0 2784.31  0  -98.5028
0 2798.09  0  -100.557
0 2811.88  0  -100.087
0 2825.66  0  -99.0616
0 2839.44  0  -97.7802
0 2853.23  0  -95.7842
0 2867.01  0  -95.5372
0 2880.79  0  -95.3387
0 2894.58  0  -94.4925
0 2908.36  0  -94.2335
0 2922.15  0  -94.7461
0 2935.93  0  -95.2668
0 2949.71  0  -97.2658
0 2963.5  0  -97.6145
0 2977.28  0  -98.0546
0 2991.06  0  -100.011
0 3004.85  0  -103.679
0 3018.63  0  -100.644
0 3032.42  0  -98.4893
0 3046.2  0  -94.1169
0 3059.98  0  -92.2423
0 3073.77  0  -91.2937
0 3087.55  0  -90.2157
0 3101.33  0  -88.0138
0 3115.12  0  -87.3221
0 3128.9  0  -86.5383
0 3142.69  0  -85.0315
0 3156.47  0  -83.6736
0 3170.25  0  -83.2604
0 3184.04  0  -82.87
0 3197.82  0  -81.2061
0 3211.6  0  -80.968
0 3225.39  0  -80.8012
0 3239.17  0  -79.9757
0 3252.95  0  -76.8902
0 3266.74  0  -79.7757
0 3280.52  0  -84.2651
0 3294.31  0  -91.1268
0 3308.09  0  -97.2291
0 3321.87  0  -97.0062
0 3335.66  0  -96.5577
0 3349.44  0  -101.335
